Date,Description,Card Member,Account #,Amount
01/29/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,20.75
01/30/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,12.62
01/30/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,24.27
01/30/2026,TRADER JOE'S #552,J RIVERA,-31009,58.11
01/30/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,70.76
01/31/2026,UBER EATS ORDER,J RIVERA,-31009,20.66
01/31/2026,SQ *NOODLE BAR,J RIVERA,-31009,15.99
01/31/2026,CHIPOTLE 1123,J RIVERA,-31009,46.48
01/31/2026,PEETS COFFEE #117,J RIVERA,-31009,7.52
01/31/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,52.46
02/01/2026,SQ *NOODLE BAR,J RIVERA,-31009,21.64
02/01/2026,CHIPOTLE 1123,J RIVERA,-31009,27.31
02/01/2026,CHIPOTLE 1123,J RIVERA,-31009,25.62
02/01/2026,SHAKE SHACK #221,J RIVERA,-31009,39.38
02/01/2026,TRADER JOE'S #552,J RIVERA,-31009,98.30
02/01/2026,SHELL OIL 57442,J RIVERA,-31009,56.13
02/02/2026,PEETS COFFEE #117,J RIVERA,-31009,7.74
02/02/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.30
02/02/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.23
02/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
02/03/2026,SHELL OIL 57442,J RIVERA,-31009,51.21
02/03/2026,TARGET 00012345,J RIVERA,-31009,77.97
02/04/2026,TRADER JOE'S #552,J RIVERA,-31009,41.17
02/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
02/05/2026,UBER EATS ORDER,J RIVERA,-31009,25.37
02/05/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,38.87
02/05/2026,PEETS COFFEE #117,J RIVERA,-31009,6.46
02/05/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.98
02/05/2026,PEETS COFFEE #117,J RIVERA,-31009,5.76
02/06/2026,UBER EATS ORDER,J RIVERA,-31009,18.75
02/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
02/08/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,39.68
02/08/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.26
02/08/2026,PEETS COFFEE #117,J RIVERA,-31009,4.92
02/09/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.62
02/09/2026,SAFEWAY #1781,J RIVERA,-31009,37.26
02/10/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.66
02/10/2026,SHELL OIL 57442,J RIVERA,-31009,59.92
02/10/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,23.47
02/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
02/12/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,66.90
02/12/2026,COSTCO WHSE #0421,J RIVERA,-31009,62.76
02/13/2026,SWEETGREEN MISSION,J RIVERA,-31009,23.75
02/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
02/14/2026,PLANET FITNESS ANNUAL FEE,J RIVERA,-31009,49.00
02/14/2026,SWEETGREEN MISSION,J RIVERA,-31009,37.07
02/14/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,25.00
02/15/2026,SWEETGREEN MISSION,J RIVERA,-31009,25.34
02/15/2026,SWEETGREEN MISSION,J RIVERA,-31009,40.81
02/15/2026,UBER EATS ORDER,J RIVERA,-31009,22.09
02/15/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,55.54
02/15/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,34.28
02/15/2026,PEETS COFFEE #117,J RIVERA,-31009,6.08
02/15/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,30.77
02/16/2026,SHAKE SHACK #221,J RIVERA,-31009,20.72
02/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
02/18/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.59
02/18/2026,WALGREENS #3321,J RIVERA,-31009,46.27
02/19/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,19.98
02/19/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.69
02/19/2026,SAFEWAY #1781,J RIVERA,-31009,53.13
02/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
02/20/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.64
02/21/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,40.42
02/21/2026,CHIPOTLE 1123,J RIVERA,-31009,40.04
02/21/2026,CHIPOTLE 1123,J RIVERA,-31009,32.34
02/21/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.02
02/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,27.96
02/22/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,19.24
02/23/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,29.69
02/24/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.23
02/24/2026,COSTCO WHSE #0421,J RIVERA,-31009,29.05
02/24/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,22.11
02/25/2026,UBER EATS ORDER,J RIVERA,-31009,29.03
02/25/2026,SAFEWAY #1781,J RIVERA,-31009,57.13
02/25/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,16.31
02/25/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,203.88
02/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2058.52
02/26/2026,PEETS COFFEE #117,J RIVERA,-31009,7.27
02/27/2026,UBER EATS ORDER,J RIVERA,-31009,23.88
02/27/2026,SQ *NOODLE BAR,J RIVERA,-31009,16.39
02/27/2026,SHELL OIL 57442,J RIVERA,-31009,51.78
02/27/2026,AMC THEATRES 4410,J RIVERA,-31009,74.99
02/28/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,26.45
02/28/2026,UBER EATS ORDER,J RIVERA,-31009,40.86
02/28/2026,SQ *NOODLE BAR,J RIVERA,-31009,52.19
02/28/2026,UBER EATS ORDER,J RIVERA,-31009,50.73
02/28/2026,SHAKE SHACK #221,J RIVERA,-31009,29.81
02/28/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,26.68
02/28/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.01
02/28/2026,TRADER JOE'S #552,J RIVERA,-31009,40.55
02/28/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,24.97
02/28/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,29.48
03/01/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.61
03/01/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,24.93
03/02/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.90
03/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
03/03/2026,SHAKE SHACK #221,J RIVERA,-31009,28.80
03/03/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,48.54
03/04/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.70
03/04/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.76
03/04/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.39
03/04/2026,WALGREENS #3321,J RIVERA,-31009,42.10
03/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
03/05/2026,TARGET 00012345,J RIVERA,-31009,15.87
03/06/2026,CHIPOTLE 1123,J RIVERA,-31009,37.93
03/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
03/07/2026,SHAKE SHACK #221,J RIVERA,-31009,24.14
03/07/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.10
03/08/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.62
03/08/2026,COSTCO WHSE #0421,J RIVERA,-31009,55.07
03/08/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,34.62
03/08/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,78.60
03/08/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,110.92
03/09/2026,SQ *NOODLE BAR,J RIVERA,-31009,12.30
03/10/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.14
03/10/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.32
03/10/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.01
03/10/2026,PEETS COFFEE #117,J RIVERA,-31009,6.58
03/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
03/11/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.97
03/11/2026,PEETS COFFEE #117,J RIVERA,-31009,4.54
03/11/2026,SAFEWAY #1781,J RIVERA,-31009,67.92
03/11/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,43.60
03/12/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,39.07
03/12/2026,UBER EATS ORDER,J RIVERA,-31009,48.25
03/12/2026,CHIPOTLE 1123,J RIVERA,-31009,22.22
03/12/2026,PEETS COFFEE #117,J RIVERA,-31009,4.66
03/12/2026,PEETS COFFEE #117,J RIVERA,-31009,4.37
03/12/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,18.14
03/12/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,46.46
03/13/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,25.86
03/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
03/14/2026,SQ *NOODLE BAR,J RIVERA,-31009,20.57
03/14/2026,CHIPOTLE 1123,J RIVERA,-31009,23.08
03/14/2026,SHELL OIL 57442,J RIVERA,-31009,56.85
03/14/2026,TARGET 00012345,J RIVERA,-31009,22.64
03/15/2026,SWEETGREEN MISSION,J RIVERA,-31009,27.59
03/15/2026,SHAKE SHACK #221,J RIVERA,-31009,60.10
03/15/2026,CHIPOTLE 1123,J RIVERA,-31009,32.89
03/15/2026,UBER EATS ORDER,J RIVERA,-31009,23.97
03/15/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.23
03/15/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,25.32
03/16/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.03
03/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
03/18/2026,SHAKE SHACK #221,J RIVERA,-31009,33.49
03/18/2026,PEETS COFFEE #117,J RIVERA,-31009,7.70
03/18/2026,COSTCO WHSE #0421,J RIVERA,-31009,55.34
03/19/2026,SWEETGREEN MISSION,J RIVERA,-31009,30.67
03/19/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,22.62
03/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
03/20/2026,TRADER JOE'S #552,J RIVERA,-31009,41.53
03/20/2026,SHELL OIL 57442,J RIVERA,-31009,59.26
03/21/2026,SQ *NOODLE BAR,J RIVERA,-31009,28.38
03/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,31.42
03/22/2026,CHIPOTLE 1123,J RIVERA,-31009,23.24
03/22/2026,SWEETGREEN MISSION,J RIVERA,-31009,17.48
03/22/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.75
03/22/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.79
03/22/2026,PEETS COFFEE #117,J RIVERA,-31009,4.65
03/23/2026,TRADER JOE'S #552,J RIVERA,-31009,75.51
03/25/2026,UBER EATS ORDER,J RIVERA,-31009,40.96
03/25/2026,COSTCO WHSE #0421,J RIVERA,-31009,66.69
03/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2158.10
03/26/2026,SHAKE SHACK #221,J RIVERA,-31009,23.40
03/26/2026,SWEETGREEN MISSION,J RIVERA,-31009,16.18
03/26/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.31
03/27/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,24.30
03/29/2026,CHIPOTLE 1123,J RIVERA,-31009,26.46
03/29/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.00
03/29/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.34
03/30/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.61
03/31/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,54.96
04/02/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,23.19
04/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
04/03/2026,COSTCO WHSE #0421,J RIVERA,-31009,79.24
04/03/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,38.88
04/04/2026,SQ *NOODLE BAR,J RIVERA,-31009,16.48
04/04/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,26.97
04/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
04/05/2026,PEETS COFFEE #117,J RIVERA,-31009,7.73
04/06/2026,SWEETGREEN MISSION,J RIVERA,-31009,26.76
04/06/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.93
04/06/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,34.48
04/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
04/07/2026,SQ *NOODLE BAR,J RIVERA,-31009,52.16
04/07/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.59
04/07/2026,SHELL OIL 57442,J RIVERA,-31009,42.16
04/07/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,27.34
04/08/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,30.48
04/10/2026,UBER EATS ORDER,J RIVERA,-31009,49.48
04/10/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.85
04/10/2026,PEETS COFFEE #117,J RIVERA,-31009,7.13
04/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
04/11/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,34.21
04/11/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,18.83
04/11/2026,MIDAS AUTO SERVICE #2231,J RIVERA,-31009,1240.55
04/13/2026,SHAKE SHACK #221,J RIVERA,-31009,43.90
04/13/2026,SAFEWAY #1781,J RIVERA,-31009,51.57
04/13/2026,STEAMGAMES.COM 4259522,J RIVERA,-31009,71.67
04/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
04/15/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.56
04/15/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,75.26
04/15/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,74.01
04/16/2026,COSTCO WHSE #0421,J RIVERA,-31009,51.67
04/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
04/17/2026,SWEETGREEN MISSION,J RIVERA,-31009,22.92
04/17/2026,SAFEWAY #1781,J RIVERA,-31009,44.67
04/18/2026,PEETS COFFEE #117,J RIVERA,-31009,4.70
04/18/2026,COSTCO WHSE #0421,J RIVERA,-31009,71.20
04/18/2026,TARGET 00012345,J RIVERA,-31009,17.58
04/19/2026,SWEETGREEN MISSION,J RIVERA,-31009,70.77
04/19/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,29.04
04/19/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.56
04/19/2026,PEETS COFFEE #117,J RIVERA,-31009,4.42
04/19/2026,TRADER JOE'S #552,J RIVERA,-31009,35.12
04/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
04/20/2026,CHIPOTLE 1123,J RIVERA,-31009,35.29
04/20/2026,SQ *NOODLE BAR,J RIVERA,-31009,28.99
04/20/2026,PEETS COFFEE #117,J RIVERA,-31009,5.73
04/20/2026,COSTCO WHSE #0421,J RIVERA,-31009,47.99
04/21/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.24
04/21/2026,PEETS COFFEE #117,J RIVERA,-31009,5.96
04/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,41.52
04/22/2026,SHAKE SHACK #221,J RIVERA,-31009,25.08
04/22/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,33.39
04/22/2026,PEETS COFFEE #117,J RIVERA,-31009,7.92
04/22/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.72
04/22/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,34.62
04/23/2026,PEETS COFFEE #117,J RIVERA,-31009,7.09
04/24/2026,PEETS COFFEE #117,J RIVERA,-31009,4.70
04/24/2026,TARGET 00012345,J RIVERA,-31009,40.69
04/25/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,34.23
04/25/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,33.87
04/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-1743.54
04/26/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,22.50
04/26/2026,SWEETGREEN MISSION,J RIVERA,-31009,20.41
04/26/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.76
04/26/2026,TARGET 00012345,J RIVERA,-31009,74.67
04/26/2026,TARGET 00012345,J RIVERA,-31009,44.50
04/27/2026,PEETS COFFEE #117,J RIVERA,-31009,6.80
04/29/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.37
04/29/2026,SHELL OIL 57442,J RIVERA,-31009,58.60
04/30/2026,SQ *NOODLE BAR,J RIVERA,-31009,16.67
04/30/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,43.97
04/30/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,8.93
04/30/2026,PEETS COFFEE #117,J RIVERA,-31009,7.51
05/01/2026,CHIPOTLE 1123,J RIVERA,-31009,32.83
05/01/2026,SHAKE SHACK #221,J RIVERA,-31009,33.52
05/01/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.48
05/01/2026,PEETS COFFEE #117,J RIVERA,-31009,5.66
05/02/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.15
05/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
05/03/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.73
05/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
05/05/2026,WALGREENS #3321,J RIVERA,-31009,44.38
05/06/2026,STEAMGAMES.COM 4259522,J RIVERA,-31009,31.79
05/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
05/07/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.66
05/08/2026,UBER EATS ORDER,J RIVERA,-31009,84.89
05/08/2026,PEETS COFFEE #117,J RIVERA,-31009,6.73
05/08/2026,SAFEWAY #1781,J RIVERA,-31009,63.48
05/09/2026,UBER EATS ORDER,J RIVERA,-31009,25.74
05/09/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,43.92
05/10/2026,SWEETGREEN MISSION,J RIVERA,-31009,36.77
05/10/2026,SWEETGREEN MISSION,J RIVERA,-31009,34.67
05/10/2026,CHIPOTLE 1123,J RIVERA,-31009,18.93
05/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
05/11/2026,SQ *NOODLE BAR,J RIVERA,-31009,26.35
05/13/2026,SHAKE SHACK #221,J RIVERA,-31009,14.15
05/13/2026,SQ *NOODLE BAR,J RIVERA,-31009,29.05
05/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
05/14/2026,UBER EATS ORDER,J RIVERA,-31009,35.06
05/14/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.13
05/15/2026,SWEETGREEN MISSION,J RIVERA,-31009,32.50
05/15/2026,SQ *NOODLE BAR,J RIVERA,-31009,21.51
05/15/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.72
05/15/2026,TARGET 00012345,J RIVERA,-31009,52.12
05/15/2026,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
05/16/2026,SWEETGREEN MISSION,J RIVERA,-31009,25.09
05/16/2026,SQ *NOODLE BAR,J RIVERA,-31009,19.78
05/16/2026,SHAKE SHACK #221,J RIVERA,-31009,42.39
05/16/2026,SQ *NOODLE BAR,J RIVERA,-31009,27.67
05/16/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,89.28
05/16/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,26.21
05/16/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,86.33
05/16/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,54.26
05/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
05/17/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,24.27
05/17/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,44.16
05/17/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,23.30
05/17/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,35.37
05/17/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.76
05/17/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,73.85
05/19/2026,SHAKE SHACK #221,J RIVERA,-31009,50.26
05/19/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,22.93
05/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
05/20/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,36.24
05/20/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.74
05/20/2026,SAFEWAY #1781,J RIVERA,-31009,64.57
05/21/2026,COSTCO WHSE #0421,J RIVERA,-31009,67.37
05/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,48.09
05/22/2026,UBER EATS ORDER,J RIVERA,-31009,23.33
05/22/2026,PEETS COFFEE #117,J RIVERA,-31009,7.18
05/23/2026,SQ *NOODLE BAR,J RIVERA,-31009,25.44
05/23/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,33.76
05/23/2026,UBER EATS ORDER,J RIVERA,-31009,30.31
05/24/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,38.53
05/25/2026,SHAKE SHACK #221,J RIVERA,-31009,47.19
05/25/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,31.70
05/25/2026,CHIPOTLE 1123,J RIVERA,-31009,24.86
05/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2750.06
05/26/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.73
05/26/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.76
05/26/2026,PEETS COFFEE #117,J RIVERA,-31009,5.32
05/26/2026,SHELL OIL 57442,J RIVERA,-31009,51.74
05/26/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,20.71
05/26/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,50.58
05/27/2026,SAFEWAY #1781,J RIVERA,-31009,14.81
05/28/2026,COSTCO WHSE #0421,J RIVERA,-31009,72.02
05/28/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,26.09
05/29/2026,SWEETGREEN MISSION,J RIVERA,-31009,76.55
05/30/2026,SWEETGREEN MISSION,J RIVERA,-31009,28.49
05/30/2026,SWEETGREEN MISSION,J RIVERA,-31009,16.88
05/30/2026,CHIPOTLE 1123,J RIVERA,-31009,52.60
05/30/2026,CHIPOTLE 1123,J RIVERA,-31009,47.79
05/30/2026,SWEETGREEN MISSION,J RIVERA,-31009,22.77
05/30/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,83.16
05/31/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,30.32
05/31/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,31.85
06/01/2026,SWEETGREEN MISSION,J RIVERA,-31009,22.37
06/01/2026,SAFEWAY #1781,J RIVERA,-31009,55.86
06/02/2026,SHAKE SHACK #221,J RIVERA,-31009,39.09
06/02/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.48
06/02/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.13
06/02/2026,TRADER JOE'S #552,J RIVERA,-31009,48.59
06/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
06/03/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,62.31
06/04/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.13
06/04/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.95
06/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
06/05/2026,CHIPOTLE 1123,J RIVERA,-31009,39.15
06/05/2026,SHAKE SHACK #221,J RIVERA,-31009,20.79
06/05/2026,CHIPOTLE 1123,J RIVERA,-31009,35.66
06/05/2026,TRADER JOE'S #552,J RIVERA,-31009,91.88
06/06/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,32.27
06/06/2026,SHELL OIL 57442,J RIVERA,-31009,51.92
06/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
06/07/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.69
06/08/2026,SAFEWAY #1781,J RIVERA,-31009,135.64
06/08/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,34.17
06/08/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,78.97
06/09/2026,UBER EATS ORDER,J RIVERA,-31009,28.67
06/09/2026,PEETS COFFEE #117,J RIVERA,-31009,5.22
06/09/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.97
06/09/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,24.78
06/09/2026,TARGET 00012345,J RIVERA,-31009,92.62
06/10/2026,SWEETGREEN MISSION,J RIVERA,-31009,35.94
06/10/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.37
06/10/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.67
06/10/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.38
06/10/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,63.11
06/10/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,24.84
06/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
06/11/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.49
06/11/2026,TRADER JOE'S #552,J RIVERA,-31009,32.58
06/12/2026,PEETS COFFEE #117,J RIVERA,-31009,6.37
06/12/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.67
06/13/2026,SQ *NOODLE BAR,J RIVERA,-31009,20.58
06/13/2026,SWEETGREEN MISSION,J RIVERA,-31009,29.93
06/13/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.70
06/13/2026,AMC THEATRES 4410,J RIVERA,-31009,42.52
06/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
06/14/2026,SWEETGREEN MISSION,J RIVERA,-31009,30.20
06/14/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.78
06/14/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,76.62
06/14/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,107.55
06/15/2026,CHIPOTLE 1123,J RIVERA,-31009,29.25
06/15/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.84
06/15/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,34.33
06/16/2026,UBER EATS ORDER,J RIVERA,-31009,14.61
06/16/2026,PEETS COFFEE #117,J RIVERA,-31009,7.74
06/16/2026,TRADER JOE'S #552,J RIVERA,-31009,73.79
06/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
06/17/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,26.51
